PRODUCT_CODE,PRODUCT_VARIANT,PRODUCT_COLOR,Unnamed: 5,Unnamed: 6,PRODUCT_NAME,PRODUCT_TYPE,PRODUCT_PACKING_INFO,PRODUCT_ATTRIBUTES,UTS,MATCHED_FILE_PATH
COM,2,GLD,HFYB,#BP02##CLGLD##PR01##UC52#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 5 ADET IMI:4:B   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 30 IMI:1+2:HF   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HGYB,#BP02##CLGLD##PR01##UC53#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 5 ADET IMI:4:B   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 40 IMI:1+2:HG   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HHYE,#BP05##CLGLD##PR01##UC54#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 20 ADET IMI:4:E   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 50 IMI:1+2:HH   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HHYD,#BP04##CLGLD##PR01##UC54#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 15 ADET IMI:4:D   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 50 IMI:1+2:HH   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HGYE,#BP05##CLGLD##PR01##UC53#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 20 ADET IMI:4:E   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 40 IMI:1+2:HG   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HGYD,#BP04##CLGLD##PR01##UC53#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 15 ADET IMI:4:D   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 40 IMI:1+2:HG   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HGYC,#BP03##CLGLD##PR01##UC53#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 40 IMI:1+2:HG   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HBYF,#BP06##CLGLD##PR01##UC48#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 25 ADET IMI:4:F   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 10 IMI:1+2:HB   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HEYA,#BP01##CLGLD##PR01##UC51#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: YOK IMI:4:A   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 25 IMI:1+2:HE   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HEYB,#BP02##CLGLD##PR01##UC51#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 5 ADET IMI:4:B   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 25 IMI:1+2:HE   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HAYF,#BP06##CLGLD##PR01##UC47#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 25 ADET IMI:4:F   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 5 IMI:1+2:HA   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HBYE,#BP05##CLGLD##PR01##UC48#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 20 ADET IMI:4:E   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 10 IMI:1+2:HB   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HBYB,#BP02##CLGLD##PR01##UC48#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 5 ADET IMI:4:B   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 10 IMI:1+2:HB   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HCYF,#BP06##CLGLD##PR01##UC49#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 25 ADET IMI:4:F   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 15 IMI:1+2:HC   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HFYA,#BP01##CLGLD##PR01##UC52#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: YOK IMI:4:A   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 30 IMI:1+2:HF   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HCYC,#BP03##CLGLD##PR01##UC49#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 15 IMI:1+2:HC   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HGYA,#BP01##CLGLD##PR01##UC53#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: YOK IMI:4:A   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 40 IMI:1+2:HG   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HBYC,#BP03##CLGLD##PR01##UC48#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 10 IMI:1+2:HB   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HBYD,#BP04##CLGLD##PR01##UC48#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 15 ADET IMI:4:D   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 10 IMI:1+2:HB   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GLD,HEYE,#BP05##CLGLD##PR01##UC51#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 20 ADET IMI:4:E   RENK: GOLD   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 25 IMI:1+2:HE   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HAYD,#BP04##CLGRN##PR01##UC47#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 15 ADET IMI:4:D   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 5 IMI:1+2:HA   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HAYE,#BP05##CLGRN##PR01##UC47#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 20 ADET IMI:4:E   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 5 IMI:1+2:HA   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HCYC,#BP03##CLGRN##PR01##UC49#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 15 IMI:1+2:HC   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HHYA,#BP01##CLGRN##PR01##UC54#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: YOK IMI:4:A   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 50 IMI:1+2:HH   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HAYB,#BP02##CLGRN##PR01##UC47#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 5 ADET IMI:4:B   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 5 IMI:1+2:HA   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HAYA,#BP01##CLGRN##PR01##UC47#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: YOK IMI:4:A   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 5 IMI:1+2:HA   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HEYF,#BP06##CLGRN##PR01##UC51#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 25 ADET IMI:4:F   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 25 IMI:1+2:HE   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HCYA,#BP01##CLGRN##PR01##UC49#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: YOK IMI:4:A   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 15 IMI:1+2:HC   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HBYF,#BP06##CLGRN##PR01##UC48#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 25 ADET IMI:4:F   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 10 IMI:1+2:HB   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HBYD,#BP04##CLGRN##PR01##UC48#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 15 ADET IMI:4:D   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 10 IMI:1+2:HB   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HDYC,#BP03##CLGRN##PR01##UC50#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 20 IMI:1+2:HD   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HHYD,#BP04##CLGRN##PR01##UC54#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 15 ADET IMI:4:D   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 50 IMI:1+2:HH   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HHYC,#BP03##CLGRN##PR01##UC54#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 50 IMI:1+2:HH   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HFYB,#BP02##CLGRN##PR01##UC52#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 5 ADET IMI:4:B   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 30 IMI:1+2:HF   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HFYA,#BP01##CLGRN##PR01##UC52#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: YOK IMI:4:A   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 30 IMI:1+2:HF   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HFYC,#BP03##CLGRN##PR01##UC52#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 30 IMI:1+2:HF   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HBYA,#BP01##CLGRN##PR01##UC48#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: YOK IMI:4:A   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 10 IMI:1+2:HB   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HAYF,#BP06##CLGRN##PR01##UC47#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 25 ADET IMI:4:F   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 5 IMI:1+2:HA   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HDYD,#BP04##CLGRN##PR01##UC50#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 15 ADET IMI:4:D   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 20 IMI:1+2:HD   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HDYE,#BP05##CLGRN##PR01##UC50#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 20 ADET IMI:4:E   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 20 IMI:1+2:HD   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HGYA,#BP01##CLGRN##PR01##UC53#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: YOK IMI:4:A   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 40 IMI:1+2:HG   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HGYB,#BP02##CLGRN##PR01##UC53#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 5 ADET IMI:4:B   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 40 IMI:1+2:HG   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HCYB,#BP02##CLGRN##PR01##UC49#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 5 ADET IMI:4:B   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 15 IMI:1+2:HC   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HBYC,#BP03##CLGRN##PR01##UC48#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 10 IMI:1+2:HB   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HEYC,#BP03##CLGRN##PR01##UC51#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 25 IMI:1+2:HE   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HBYB,#BP02##CLGRN##PR01##UC48#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 5 ADET IMI:4:B   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 10 IMI:1+2:HB   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HAYC,#BP03##CLGRN##PR01##UC47#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 5 IMI:1+2:HA   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HGYC,#BP03##CLGRN##PR01##UC53#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 40 IMI:1+2:HG   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HEYD,#BP04##CLGRN##PR01##UC51#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 15 ADET IMI:4:D   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 25 IMI:1+2:HE   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HEYE,#BP05##CLGRN##PR01##UC51#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 20 ADET IMI:4:E   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 25 IMI:1+2:HE   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
COM,2,GRN,HCYF,#BP06##CLGRN##PR01##UC49#,NOVA COMPOMER,DENTAL KOMPOMER DOLGU,NOVA COMPOMER ULTRA SET 40X0.25G CAPS+5ML BOND+2X2G FLOW+GUN+LBK+50 B.BRUSHES,ÇİFTLİ BONDİNG PLATFORMU: 25 ADET IMI:4:F   RENK: GREEN   IFU: E   UÇ SAYISI: UÇ SİYAH METAL 15 IMI:1+2:HC   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPOMER_CLASSIC.txt
